,Brent,Shanghai,WTI
99,74.77999877929688,73.71265803263209,67.86000061035156
100,74.7300033569336,74.23427411906337,67.83000183105469
101,75.81999969482422,74.41657517147938,68.72000122070312
102,76.20999908447266,75.1110190429152,68.87000274658203
103,75.94999694824219,75.14713722045227,68.52999877929688
104,77.13999938964844,74.73325109699454,69.51000213623047
105,77.7699966430664,76.6715081347007,70.25
106,77.41999816894531,76.57348198431318,69.80000305175781
107,78.16999816894531,76.79453357769889,69.87000274658203
108,77.2699966430664,76.18560234061007,68.72000122070312
109,76.5,76.13470070404344,67.7699966430664
110,76.83000183105469,75.61746263250049,67.75
111,77.37000274658203,76.69137882084684,67.54000091552734
112,79.05999755859375,76.48097148937656,69.25
113,79.73999786376953,77.95589275797684,70.37000274658203
114,78.18000030517578,77.74165806760105,68.58999633789062
115,78.08999633789062,76.8387694424784,68.98999786376953
116,78.05000305175781,76.8760183542298,68.91000366210938
117,79.02999877929688,76.33286895356521,69.8499984741211
118,79.4000015258789,77.06772477872552,71.12000274658203
119,78.69999694824219,78.26899780555595,70.80000305175781
120,78.80000305175781,77.7253531944551,70.77999877929688
121,81.87000274658203,79.88768049538783,72.27999877929688
122,81.33999633789062,80.71304653750866,71.56999969482422
123,81.72000122070312,81.107022129402,72.12000274658203
124,82.72000122070312,81.9150322388157,73.25
125,83.91000366210938,83.46819375429466,74.29000091552734
126,85.0,85.55802434815924,74.95999908447266
127,83.08999633789062,86.29258115163012,73.16999816894531
128,80.26000213623047,82.93733009752872,70.97000122070312
129,80.43000030517578,83.22445933915488,71.33999633789062
130,80.77999877929688,82.80356248597984,71.77999877929688
131,81.41000366210938,80.97282802574296,71.91999816894531
132,80.05000305175781,81.8984254713709,69.75
133,79.29000091552734,80.08604826379863,68.6500015258789
134,79.77999877929688,79.54791335362665,69.12000274658203
135,79.83000183105469,80.72338038916811,69.16999816894531
136,76.44000244140625,79.76679104544208,66.43000030517578
137,76.16999816894531,77.29120571055364,66.81999969482422
138,76.88999938964844,77.2432683819252,67.33000183105469
